,Median of three Quick Sort,Dual Pivot QuickSort,Kernigan Richi shellsort,Knutt shellsort,Tim sort
119,5065.0,5156.0,6336.0,5306.0,3223.0
120,4805.0,5039.0,6638.0,5361.0,3195.0
121,5114.0,4896.0,6359.0,5326.0,3215.0
122,4885.0,4960.0,6216.0,5228.0,3220.0
123,4889.0,5275.0,6261.0,5342.0,3109.0
124,5187.0,4990.0,6134.0,4965.0,3085.0
125,4904.0,4563.0,6061.0,5240.0,2757.0
126,5241.0,4650.0,6256.0,5180.0,2760.0
127,4942.0,4849.0,6036.0,4959.0,2767.0
128,5474.0,4385.0,5879.0,5208.0,2774.0
129,4947.0,4976.0,6097.0,5022.0,2768.0
130,5011.0,5081.0,6042.0,4976.0,2771.0
131,5143.0,4618.0,5811.0,5236.0,2752.0
132,5152.0,4996.0,6061.0,4948.0,2768.0
133,4963.0,4532.0,6068.0,4992.0,2729.0
134,4943.0,4872.0,5818.0,5181.0,2736.0
135,4917.0,4743.0,5776.0,4930.0,2719.0
136,4846.0,4226.0,5809.0,5086.0,2684.0
137,4899.0,4635.0,5623.0,5034.0,2341.0
138,5129.0,4219.0,5697.0,4986.0,2315.0
139,4989.0,4542.0,5789.0,4992.0,2314.0
140,4952.0,4264.0,5664.0,4933.0,2286.0
141,4697.0,4777.0,5642.0,4793.0,2327.0
142,4986.0,4400.0,5716.0,4905.0,2310.0
143,4914.0,4339.0,5531.0,4671.0,2316.0
144,4836.0,4408.0,5482.0,4830.0,2304.0
145,5001.0,4163.0,5836.0,4632.0,2308.0
146,5055.0,4289.0,5626.0,4748.0,2285.0
147,5068.0,4717.0,5488.0,4817.0,2270.0
148,4976.0,4277.0,5449.0,4594.0,2232.0
149,5208.0,4254.0,5389.0,4708.0,2185.0
150,5145.0,4264.0,5311.0,4606.0,1711.0
151,5004.0,4085.0,5465.0,4548.0,1728.0
152,5205.0,4574.0,5466.0,4539.0,1759.0
153,5241.0,4258.0,5381.0,4460.0,1786.0
154,5163.0,4319.0,5387.0,4600.0,1781.0
155,4868.0,4159.0,5278.0,4579.0,1802.0
156,4898.0,4100.0,5274.0,4399.0,1826.0
157,5182.0,4094.0,5368.0,4453.0,1845.0
158,4919.0,3966.0,5400.0,4537.0,1790.0
159,4981.0,4747.0,5331.0,4396.0,1808.0
160,5125.0,4055.0,5366.0,4291.0,1798.0
161,5114.0,3899.0,5298.0,4415.0,1739.0
162,5062.0,3977.0,5225.0,4358.0,1453.0
163,4919.0,4013.0,5270.0,4393.0,1446.0
164,4941.0,3917.0,5292.0,4353.0,1450.0
165,5044.0,3813.0,5294.0,4329.0,1373.0
166,5320.0,3660.0,5278.0,4361.0,1377.0
167,5214.0,3539.0,5264.0,4225.0,1401.0
168,4977.0,3525.0,5246.0,4281.0,1373.0
169,4995.0,3673.0,5203.0,4208.0,1395.0
170,4925.0,3590.0,5241.0,4232.0,1285.0
171,5152.0,3456.0,5252.0,4241.0,1279.0
172,5154.0,3563.0,5170.0,4197.0,1275.0
173,5007.0,3517.0,5192.0,4275.0,1264.0
174,5031.0,3477.0,5168.0,4153.0,1283.0
175,4984.0,3419.0,5142.0,4115.0,1032.0
176,5118.0,3315.0,5164.0,4135.0,1040.0
177,5490.0,3369.0,5196.0,4097.0,974.0
178,4970.0,3345.0,5165.0,4188.0,991.0
179,5007.0,3325.0,5149.0,4142.0,1021.0
180,4953.0,3288.0,5157.0,4104.0,1038.0
181,5028.0,3267.0,5140.0,4167.0,1023.0
182,5664.0,3385.0,5151.0,4088.0,1050.0
183,4943.0,3201.0,5162.0,4083.0,1049.0
184,5376.0,3175.0,5139.0,4102.0,963.0
185,5026.0,3183.0,5136.0,4069.0,981.0
186,4920.0,3142.0,5131.0,4096.0,718.0
187,5028.0,3130.0,5107.0,4080.0,686.0
188,5119.0,3113.0,5131.0,4064.0,707.0
189,4972.0,3106.0,5127.0,4082.0,724.0
190,4934.0,3120.0,5112.0,4055.0,746.0
191,5197.0,3108.0,5125.0,4062.0,760.0
192,5164.0,3093.0,5108.0,4065.0,700.0
193,4896.0,3087.0,5116.0,4057.0,712.0
194,4921.0,3084.0,5115.0,4056.0,731.0
195,4895.0,3053.0,5116.0,4053.0,499.0
196,4962.0,3053.0,5116.0,4053.0,499.0
197,5444.0,3053.0,5116.0,4053.0,499.0
198,4912.0,3053.0,5116.0,4053.0,499.0
199,4963.0,3053.0,5116.0,4053.0,499.0
200,4996.0,3053.0,5116.0,4053.0,499.0
