,Median of three Quick Sort,Dual Pivot QuickSort,Kernigan Richi shellsort,Knutt shellsort,Tim sort
41,90811.0,38303.0,36426.0,45172.0,0.0
42,79335.0,39846.0,37821.0,46689.0,0.0
43,91276.0,38914.0,39201.0,49253.0,0.0
44,86719.0,44031.0,40267.0,51663.0,0.0
45,87140.0,43078.0,41393.0,53415.0,0.0
46,86556.0,43664.0,42619.0,55199.0,0.0
47,83801.0,44331.0,43897.0,57353.0,0.0
48,87089.0,41655.0,45625.0,59947.0,0.0
49,92252.0,41181.0,47896.0,62158.0,0.0
50,79043.0,43127.0,49335.0,64847.0,0.0
51,84172.0,46684.0,51421.0,66985.0,0.0
52,81615.0,44174.0,53467.0,68929.0,0.0
53,80694.0,48782.0,54651.0,70785.0,0.0
54,81087.0,46650.0,57440.0,73006.0,0.0
55,88390.0,47394.0,59347.0,74843.0,0.0
56,88414.0,49555.0,61297.0,77331.0,0.0
57,77542.0,47312.0,63193.0,79683.0,0.0
58,87889.0,46305.0,64556.0,82122.0,0.0
59,84772.0,51965.0,65398.0,83460.0,0.0
60,82813.0,50604.0,66384.0,84810.0,0.0
61,83220.0,51087.0,68096.0,84650.0,0.0
62,82054.0,48168.0,70246.0,86324.0,0.0
63,84024.0,53976.0,71463.0,87367.0,0.0
64,91863.0,53010.0,73747.0,89183.0,0.0
65,90794.0,55143.0,74667.0,89969.0,0.0
66,83421.0,54931.0,74911.0,93203.0,0.0
67,84015.0,51482.0,77261.0,94615.0,0.0
68,85972.0,50395.0,79831.0,94651.0,0.0
69,92811.0,58328.0,80917.0,96325.0,0.0
70,88510.0,55283.0,82696.0,97140.0,0.0
71,82294.0,58992.0,85066.0,98876.0,0.0
72,95494.0,59540.0,86672.0,102086.0,0.0
73,83390.0,62632.0,87508.0,102898.0,0.0
74,84063.0,56643.0,88526.0,103468.0,0.0
75,83583.0,59716.0,89659.0,104703.0,0.0
76,86575.0,59139.0,92759.0,106357.0,0.0
77,80832.0,58978.0,94266.0,106082.0,0.0
78,85879.0,66796.0,97367.0,107559.0,0.0
79,87645.0,60903.0,99196.0,109468.0,0.0
80,87058.0,60254.0,100483.0,111221.0,0.0
81,80233.0,66875.0,102359.0,112727.0,0.0
82,85050.0,61469.0,105102.0,115798.0,0.0
83,84399.0,61808.0,106461.0,118871.0,0.0
84,84710.0,62651.0,109516.0,121898.0,0.0
85,85141.0,64394.0,112219.0,125425.0,0.0
86,84106.0,65180.0,114674.0,127754.0,0.0
87,84371.0,71546.0,115481.0,129765.0,0.0
88,79286.0,68241.0,117414.0,128746.0,0.0
89,89711.0,66642.0,119656.0,130832.0,0.0
90,83294.0,79305.0,122822.0,131996.0,0.0
91,86578.0,66076.0,126279.0,135381.0,0.0
92,81957.0,69005.0,127730.0,138340.0,0.0
93,84869.0,74675.0,130703.0,140769.0,0.0
94,84183.0,70943.0,133465.0,141001.0,0.0
95,91705.0,71050.0,134971.0,143197.0,0.0
96,90004.0,70325.0,135926.0,144782.0,0.0
97,83325.0,74983.0,138571.0,148917.0,0.0
98,89333.0,74328.0,141461.0,150539.0,0.0
99,87955.0,75775.0,141636.0,154176.0,0.0
100,86231.0,78209.0,147758.0,153878.0,0.0
101,83968.0,75435.0,149774.0,157134.0,0.0
102,81168.0,73301.0,144096.0,154744.0,0.0
103,89920.0,71570.0,140209.0,158001.0,0.0
104,86616.0,78331.0,141722.0,161080.0,0.0
105,86509.0,72168.0,148253.0,152253.0,0.0
106,83276.0,72291.0,142832.0,152608.0,0.0
107,82489.0,76282.0,144805.0,153105.0,0.0
108,87422.0,68337.0,148324.0,155830.0,0.0
109,83790.0,68275.0,139164.0,151762.0,0.0
110,90542.0,84033.0,137995.0,145417.0,0.0
111,91413.0,73754.0,140630.0,146716.0,0.0
112,84751.0,75176.0,142062.0,142238.0,0.0
113,92634.0,65801.0,139010.0,145422.0,0.0
114,83179.0,66187.0,136819.0,145975.0,0.0
115,83123.0,64057.0,137247.0,150809.0,0.0
116,86025.0,68177.0,133325.0,139277.0,0.0
117,87805.0,65910.0,128427.0,140223.0,0.0
118,85605.0,69715.0,134840.0,133568.0,0.0
119,82392.0,77676.0,131887.0,140471.0,0.0
120,82346.0,65339.0,128679.0,133155.0,0.0
121,91678.0,66442.0,124545.0,132541.0,0.0
122,87941.0,60922.0,126095.0,130547.0,0.0
123,83761.0,66257.0,121436.0,129266.0,0.0
124,86845.0,64139.0,120346.0,132998.0,0.0
125,82017.0,60403.0,117489.0,133531.0,0.0
126,83213.0,60724.0,118432.0,133486.0,0.0
127,86573.0,69114.0,117299.0,128569.0,0.0
128,88782.0,71607.0,116970.0,121606.0,0.0
129,87396.0,70428.0,115415.0,118613.0,0.0
130,83123.0,58686.0,114428.0,117112.0,0.0
131,91104.0,63033.0,113623.0,115591.0,0.0
132,95191.0,54730.0,109777.0,115561.0,0.0
133,87064.0,58889.0,115734.0,111024.0,0.0
134,86203.0,55742.0,111386.0,113494.0,0.0
135,89284.0,63433.0,109258.0,111456.0,0.0
136,86638.0,59930.0,106382.0,112992.0,0.0
137,94900.0,55820.0,104080.0,110480.0,0.0
138,87103.0,55177.0,102605.0,108835.0,0.0
139,84247.0,55884.0,104239.0,104401.0,0.0
140,87421.0,54343.0,105752.0,103538.0,0.0
141,97069.0,54681.0,103087.0,102649.0,0.0
142,83908.0,55084.0,99290.0,104608.0,0.0
143,79149.0,53389.0,100067.0,99373.0,0.0
144,79576.0,54295.0,94797.0,100591.0,0.0
145,77654.0,53399.0,95654.0,96408.0,0.0
146,83657.0,55328.0,93423.0,99593.0,0.0
147,84681.0,51986.0,93799.0,96733.0,0.0
148,87704.0,54926.0,91272.0,97390.0,0.0
149,86105.0,50776.0,91136.0,93984.0,0.0
150,83910.0,52456.0,88723.0,93689.0,0.0
151,85138.0,51464.0,88899.0,89211.0,0.0
152,90365.0,50892.0,89435.0,89411.0,0.0
153,84602.0,51752.0,85784.0,88934.0,0.0
154,84605.0,47773.0,85411.0,88985.0,0.0
155,81185.0,52109.0,85468.0,87476.0,0.0
156,93054.0,48303.0,83384.0,85562.0,0.0
157,90764.0,49912.0,84082.0,85454.0,0.0
158,85502.0,48214.0,85139.0,85827.0,0.0
159,88169.0,46571.0,82603.0,81541.0,0.0
160,86061.0,44486.0,80532.0,82488.0,0.0
161,90724.0,46658.0,79536.0,77618.0,0.0
162,93981.0,45429.0,79249.0,76397.0,0.0
163,89024.0,41075.0,77765.0,75349.0,0.0
164,87665.0,40547.0,77450.0,75174.0,0.0
165,81896.0,39760.0,78775.0,74475.0,0.0
166,92011.0,44741.0,75833.0,73063.0,0.0
167,84502.0,39124.0,75825.0,73427.0,0.0
168,84861.0,37469.0,75821.0,72543.0,0.0
169,83027.0,37051.0,73464.0,72968.0,0.0
170,87865.0,37057.0,72160.0,70762.0,0.0
171,84053.0,36795.0,72100.0,70898.0,0.0
172,93110.0,35605.0,72755.0,67609.0,0.0
173,83939.0,35437.0,72164.0,67776.0,0.0
174,82349.0,34417.0,70194.0,65762.0,0.0
175,90702.0,35022.0,68963.0,66931.0,0.0
176,82068.0,34443.0,69114.0,65596.0,0.0
177,91483.0,34596.0,68051.0,64483.0,0.0
178,88916.0,33107.0,68454.0,65332.0,0.0
179,99358.0,33059.0,67580.0,62826.0,0.0
180,82682.0,32474.0,67470.0,64210.0,0.0
181,84092.0,32616.0,66966.0,61954.0,0.0
182,85957.0,32308.0,66506.0,61792.0,0.0
183,84156.0,32072.0,65840.0,60038.0,0.0
184,84377.0,30875.0,65701.0,59361.0,0.0
185,84845.0,30709.0,65137.0,58547.0,0.0
186,83599.0,30528.0,64898.0,58482.0,0.0
187,83674.0,30840.0,64311.0,57425.0,0.0
188,82555.0,29561.0,64463.0,56989.0,0.0
189,88391.0,28716.0,64074.0,56158.0,0.0
190,89115.0,28941.0,63807.0,56063.0,0.0
191,83283.0,28834.0,63335.0,55367.0,0.0
192,88146.0,28560.0,63131.0,55087.0,0.0
193,85057.0,28261.0,62883.0,54619.0,0.0
194,81612.0,27819.0,62834.0,54466.0,0.0
195,86374.0,27259.0,62963.0,54263.0,0.0
196,88253.0,27065.0,62655.0,53983.0,0.0
197,81580.0,26857.0,62686.0,53868.0,0.0
198,87538.0,26704.0,62586.0,53770.0,0.0
199,85910.0,26562.0,62564.0,53704.0,0.0
200,85904.0,26558.0,62560.0,53704.0,0.0
