,Median of three Quick Sort,Dual Pivot QuickSort,Kernigan Richi shellsort,Knutt shellsort,Tim sort
77,10997.0,9889.0,12675.0,11429.0,6269.0
78,11117.0,10785.0,12815.0,11544.0,6334.0
79,11299.0,9941.0,12888.0,11810.0,6435.0
80,11412.0,10098.0,12843.0,11883.0,6436.0
81,11197.0,10246.0,13019.0,11979.0,6518.0
82,11266.0,11656.0,12953.0,11937.0,6574.0
83,11588.0,10395.0,13101.0,12217.0,6906.0
84,11480.0,11695.0,13203.0,12455.0,6943.0
85,11105.0,11005.0,13299.0,12561.0,7027.0
86,11251.0,10902.0,13312.0,12597.0,7072.0
87,11567.0,10732.0,13389.0,12776.0,7100.0
88,11272.0,11602.0,13514.0,12791.0,7176.0
89,11683.0,10207.0,13686.0,12956.0,7546.0
90,11018.0,11137.0,13733.0,13130.0,7643.0
91,11090.0,11309.0,13707.0,13208.0,7709.0
92,11079.0,10810.0,13724.0,13266.0,7783.0
93,11140.0,10902.0,13869.0,13478.0,7833.0
94,11090.0,11730.0,13768.0,13481.0,7927.0
95,11019.0,11452.0,13888.0,13679.0,8179.0
96,10863.0,11518.0,14288.0,13738.0,8324.0
97,11099.0,11271.0,14490.0,13728.0,8386.0
98,11087.0,11601.0,14564.0,13705.0,8501.0
99,11652.0,11528.0,14781.0,13999.0,8574.0
100,11072.0,13098.0,14960.0,14080.0,8637.0
101,11138.0,11745.0,15173.0,14088.0,8586.0
102,10950.0,11695.0,15124.0,14359.0,8533.0
103,10934.0,12121.0,14836.0,14614.0,8434.0
104,12159.0,11859.0,15206.0,14127.0,8391.0
105,12036.0,11659.0,15230.0,14279.0,8274.0
106,11005.0,12165.0,14933.0,14479.0,8013.0
107,11599.0,11166.0,14814.0,14650.0,7905.0
108,10957.0,11315.0,14684.0,14189.0,7941.0
109,11068.0,11286.0,14741.0,13645.0,7820.0
110,11140.0,12198.0,14406.0,14135.0,7842.0
111,10966.0,10792.0,14209.0,14691.0,7714.0
112,11445.0,12278.0,14676.0,13426.0,7376.0
113,11133.0,11131.0,14258.0,13022.0,7272.0
114,11271.0,11173.0,14139.0,13592.0,7254.0
115,11174.0,11311.0,14661.0,13470.0,7271.0
116,11087.0,11796.0,14459.0,13021.0,7253.0
117,11156.0,11450.0,14224.0,12965.0,7247.0
118,11425.0,10995.0,14778.0,13242.0,6814.0
119,10833.0,11423.0,14140.0,13071.0,6764.0
120,11577.0,11185.0,13840.0,12654.0,6805.0
121,11158.0,11805.0,14251.0,12606.0,6731.0
122,11826.0,10470.0,13851.0,13134.0,6644.0
123,11788.0,10627.0,14079.0,13114.0,6616.0
124,11531.0,10688.0,14184.0,12242.0,6473.0
125,11383.0,11591.0,13647.0,12118.0,6087.0
126,11543.0,10475.0,13953.0,12503.0,6117.0
127,12097.0,11823.0,13921.0,11893.0,6141.0
128,11392.0,11199.0,13766.0,11442.0,6093.0
129,11378.0,9952.0,13939.0,11706.0,6034.0
130,11946.0,11050.0,13796.0,12086.0,5951.0
131,10983.0,9912.0,13726.0,11734.0,5658.0
132,11271.0,10913.0,13760.0,11529.0,5656.0
133,11131.0,10738.0,13384.0,11536.0,5692.0
134,11750.0,10905.0,13538.0,11656.0,5582.0
135,11500.0,10199.0,13333.0,11742.0,5534.0
136,10915.0,10935.0,13094.0,11446.0,5542.0
137,11817.0,10609.0,13553.0,11018.0,5168.0
138,11225.0,10247.0,12956.0,11472.0,4946.0
139,11246.0,10039.0,12873.0,11482.0,4957.0
140,11318.0,10233.0,13162.0,10830.0,4972.0
141,11245.0,9865.0,13087.0,10847.0,4873.0
142,10738.0,9849.0,12841.0,11115.0,4848.0
143,11246.0,11525.0,13346.0,10917.0,4862.0
144,11348.0,10310.0,12785.0,10656.0,4490.0
145,11251.0,10239.0,12609.0,10653.0,4478.0
146,11070.0,10032.0,12811.0,11063.0,4446.0
147,11589.0,10454.0,12574.0,10847.0,4453.0
148,10931.0,9798.0,12687.0,10497.0,4353.0
149,10919.0,10055.0,12777.0,10472.0,4350.0
150,11530.0,9462.0,12503.0,10655.0,3856.0
151,11045.0,11076.0,12571.0,10479.0,3853.0
152,11170.0,9736.0,12594.0,10083.0,3859.0
153,11454.0,9497.0,12468.0,10142.0,3859.0
154,11388.0,9788.0,12563.0,10409.0,3866.0
155,11715.0,9228.0,12485.0,10091.0,3786.0
156,11501.0,10105.0,12516.0,9747.0,3498.0
157,11070.0,9060.0,12375.0,9970.0,3331.0
158,11970.0,9120.0,12195.0,10050.0,3398.0
159,11583.0,9026.0,12273.0,9849.0,3431.0
160,11204.0,9061.0,12326.0,9672.0,3316.0
161,12323.0,9471.0,12270.0,9636.0,3379.0
162,11465.0,8714.0,12175.0,9865.0,3276.0
163,11039.0,8551.0,12282.0,9532.0,2994.0
164,11518.0,8573.0,12134.0,9268.0,2839.0
165,11314.0,8585.0,12260.0,9412.0,2899.0
166,12112.0,8572.0,12215.0,9483.0,2706.0
167,11949.0,8371.0,12032.0,9264.0,2788.0
168,10961.0,8433.0,12165.0,9309.0,2854.0
169,11156.0,8299.0,12064.0,9362.0,2562.0
170,11268.0,8350.0,11952.0,9320.0,2612.0
171,11240.0,8056.0,12004.0,9162.0,2470.0
172,11379.0,8155.0,12064.0,9090.0,2559.0
173,11049.0,8547.0,11999.0,9195.0,2490.0
174,11144.0,8082.0,11973.0,9087.0,2502.0
175,11612.0,8147.0,11954.0,8960.0,2242.0
176,11145.0,8068.0,11915.0,8941.0,2242.0
177,10891.0,7972.0,11896.0,8940.0,2135.0
178,11710.0,7822.0,11852.0,8924.0,2186.0
179,11533.0,7920.0,11877.0,8813.0,2198.0
180,11231.0,7943.0,11840.0,8776.0,2131.0
181,11559.0,7693.0,11814.0,8854.0,1831.0
182,11408.0,7702.0,11811.0,8799.0,1812.0
183,11340.0,7539.0,11788.0,8706.0,1869.0
184,11385.0,7489.0,11772.0,8674.0,1892.0
185,11223.0,7480.0,11802.0,8704.0,1742.0
186,11107.0,7430.0,11774.0,8686.0,1756.0
187,11614.0,7430.0,11731.0,8617.0,1479.0
188,11683.0,7398.0,11756.0,8614.0,1542.0
189,11189.0,7342.0,11748.0,8620.0,1536.0
190,11255.0,7317.0,11735.0,8591.0,1405.0
191,10997.0,7348.0,11728.0,8572.0,1410.0
192,11402.0,7282.0,11724.0,8568.0,1481.0
193,11179.0,7283.0,11702.0,8582.0,1245.0
194,11016.0,7275.0,11721.0,8565.0,1257.0
195,10761.0,7238.0,11716.0,8548.0,1147.0
196,11270.0,7233.0,11706.0,8544.0,1194.0
197,11526.0,7228.0,11718.0,8552.0,1234.0
198,11208.0,7222.0,11716.0,8550.0,999.0
199,12304.0,7222.0,11716.0,8550.0,999.0
200,11089.0,7222.0,11716.0,8550.0,999.0
