,Median of three Quick Sort,Dual Pivot QuickSort,Kernigan Richi shellsort,Knutt shellsort,Tim sort
52,70166.0,53229.0,77331.0,59861.0,20806.0
53,70189.0,54886.0,77730.0,60699.0,21638.0
54,70278.0,54812.0,78300.0,61519.0,22014.0
55,68709.0,56147.0,78778.0,62526.0,22994.0
56,72969.0,58124.0,79399.0,63200.0,23697.0
57,69986.0,56335.0,79852.0,64243.0,24401.0
58,69105.0,54332.0,80618.0,65020.0,24260.0
59,69850.0,56602.0,81095.0,65279.0,25633.0
60,70164.0,55511.0,81927.0,65984.0,26400.0
61,68479.0,58277.0,82705.0,67264.0,27530.0
62,70038.0,61449.0,83307.0,67829.0,26844.0
63,72361.0,58186.0,83872.0,68630.0,28243.0
64,70356.0,61547.0,84648.0,69800.0,28734.0
65,75486.0,57754.0,85099.0,70713.0,29319.0
66,68832.0,58861.0,85890.0,71806.0,29813.0
67,70952.0,63266.0,86410.0,72769.0,31062.0
68,70318.0,60618.0,87230.0,73773.0,31306.0
69,70006.0,62822.0,87860.0,74623.0,32115.0
70,69659.0,60484.0,89137.0,75354.0,32524.0
71,71340.0,63110.0,90383.0,76653.0,33163.0
72,73546.0,64906.0,91626.0,78149.0,33695.0
73,70065.0,61282.0,92072.0,79031.0,33898.0
74,68373.0,64386.0,92952.0,80287.0,34990.0
75,70309.0,63538.0,93976.0,81861.0,35573.0
76,69167.0,63977.0,94836.0,82470.0,35792.0
77,71106.0,63160.0,95550.0,83558.0,36254.0
78,70202.0,65303.0,96083.0,83876.0,37583.0
79,69588.0,65307.0,97477.0,85628.0,38674.0
80,69802.0,64971.0,97839.0,87192.0,39292.0
81,70690.0,67785.0,98329.0,87779.0,40280.0
82,69929.0,70231.0,99302.0,88398.0,40601.0
83,74222.0,68327.0,100522.0,88555.0,42242.0
84,67334.0,66471.0,101370.0,89307.0,42078.0
85,73873.0,66303.0,102147.0,89194.0,42447.0
86,70948.0,69990.0,102305.0,90151.0,43115.0
87,70747.0,68074.0,103201.0,91518.0,44017.0
88,70310.0,68568.0,103489.0,93119.0,44676.0
89,69322.0,72766.0,104105.0,93807.0,45541.0
90,71636.0,67390.0,104754.0,95354.0,46374.0
91,73509.0,68247.0,105336.0,97423.0,47225.0
92,69204.0,70077.0,105797.0,98348.0,47947.0
93,68249.0,74944.0,106875.0,100594.0,49086.0
94,68539.0,69792.0,107288.0,101989.0,49845.0
95,70945.0,71861.0,107996.0,101676.0,50507.0
96,68188.0,76248.0,109818.0,103195.0,51354.0
97,68492.0,76257.0,110746.0,104576.0,52468.0
98,70696.0,74578.0,112673.0,106689.0,53226.0
99,70677.0,75725.0,113435.0,109036.0,54083.0
100,69098.0,76402.0,114725.0,113222.0,54978.0
101,70750.0,75794.0,116326.0,112808.0,54237.0
102,67976.0,75185.0,115270.0,113970.0,53493.0
103,70017.0,83244.0,112157.0,108225.0,52641.0
104,71512.0,75006.0,116767.0,108507.0,51570.0
105,68264.0,73039.0,114696.0,102839.0,50904.0
106,72001.0,70761.0,114055.0,105442.0,50207.0
107,71978.0,79322.0,112833.0,103004.0,49301.0
108,69689.0,70273.0,114060.0,102935.0,48601.0
109,69833.0,72268.0,114181.0,104742.0,47832.0
110,68993.0,68313.0,110600.0,102578.0,46943.0
111,69660.0,71805.0,111008.0,98614.0,46416.0
112,68114.0,71077.0,109573.0,101529.0,45530.0
113,69362.0,72487.0,109285.0,95360.0,44838.0
114,70578.0,67784.0,108031.0,98603.0,44102.0
115,72061.0,67906.0,110667.0,93124.0,43904.0
116,73279.0,69934.0,108578.0,97822.0,43066.0
117,71013.0,70202.0,107197.0,93327.0,42249.0
118,72335.0,75936.0,107725.0,95035.0,42937.0
119,70004.0,67914.0,105115.0,92310.0,41166.0
120,70941.0,74150.0,107265.0,89008.0,40138.0
121,72236.0,66548.0,103957.0,92003.0,39349.0
122,71387.0,67433.0,105582.0,87495.0,38560.0
123,71566.0,67354.0,103122.0,88788.0,37898.0
124,67779.0,71008.0,102592.0,88139.0,37211.0
125,72492.0,73618.0,100967.0,85943.0,36892.0
126,69286.0,67439.0,101783.0,87588.0,35764.0
127,69944.0,67323.0,102355.0,86111.0,35524.0
128,72215.0,64575.0,101010.0,84254.0,35078.0
129,67515.0,63782.0,101377.0,86562.0,34150.0
130,72371.0,67488.0,98909.0,81169.0,33695.0
131,74231.0,71170.0,99902.0,84824.0,33407.0
132,70060.0,65002.0,99030.0,80910.0,32381.0
133,70514.0,63171.0,99832.0,80281.0,31762.0
134,71176.0,61091.0,98662.0,78919.0,31660.0
135,73009.0,61584.0,97557.0,78103.0,30702.0
136,72423.0,64067.0,97846.0,78466.0,30429.0
137,69405.0,63772.0,96964.0,76439.0,28983.0
138,68934.0,62876.0,97677.0,78006.0,29084.0
139,73121.0,63725.0,95591.0,75413.0,28520.0
140,68488.0,65349.0,96614.0,74316.0,27123.0
141,69551.0,61407.0,94328.0,76648.0,27292.0
142,72052.0,61638.0,94008.0,74812.0,27062.0
143,68040.0,60949.0,94412.0,77299.0,25891.0
144,69398.0,60445.0,92965.0,73924.0,24879.0
145,72702.0,60751.0,93536.0,72589.0,24336.0
146,70862.0,59847.0,92859.0,73316.0,23837.0
147,68886.0,67292.0,93525.0,69737.0,23206.0
148,72210.0,66282.0,89897.0,71565.0,22784.0
149,69596.0,59942.0,91104.0,67801.0,21925.0
150,68811.0,59679.0,89699.0,69838.0,21769.0
151,70255.0,60106.0,89011.0,67738.0,20797.0
152,69055.0,57877.0,89479.0,66992.0,20973.0
153,71378.0,59124.0,87864.0,67205.0,20049.0
154,69530.0,58134.0,88597.0,65042.0,19868.0
155,68735.0,62248.0,86415.0,65026.0,19617.0
156,72055.0,58831.0,87270.0,63775.0,18978.0
157,70237.0,60159.0,86197.0,63526.0,18265.0
158,69787.0,58062.0,87208.0,63757.0,18153.0
159,70649.0,56611.0,85957.0,63486.0,17208.0
160,69751.0,56144.0,86434.0,62113.0,16832.0
161,73418.0,57313.0,85829.0,61742.0,16319.0
162,71417.0,55394.0,84260.0,60903.0,16193.0
163,69410.0,54328.0,85154.0,61849.0,15632.0
164,69704.0,54179.0,83468.0,60197.0,15087.0
165,68594.0,52619.0,84282.0,60635.0,14397.0
166,70285.0,51599.0,83256.0,59157.0,14202.0
167,70049.0,50917.0,83977.0,59700.0,13913.0
168,69255.0,50620.0,82952.0,58513.0,13337.0
169,74211.0,50362.0,83354.0,58365.0,12859.0
170,68104.0,50004.0,82313.0,57896.0,12716.0
171,71633.0,50134.0,82120.0,57237.0,11943.0
172,69077.0,49430.0,82716.0,57223.0,11940.0
173,70113.0,49372.0,81397.0,56642.0,11162.0
174,71467.0,50367.0,82006.0,56281.0,11037.0
175,72881.0,48503.0,80809.0,56022.0,10921.0
176,70014.0,48097.0,80960.0,55617.0,10598.0
177,70029.0,47819.0,81262.0,55339.0,10330.0
178,69792.0,47949.0,80574.0,55107.0,9950.0
179,70249.0,47073.0,80829.0,54636.0,9341.0
180,70670.0,47510.0,80069.0,54296.0,9110.0
181,69800.0,46720.0,80473.0,54148.0,8936.0
182,73700.0,46524.0,80049.0,53962.0,8547.0
183,72306.0,46090.0,79936.0,53835.0,8328.0
184,70513.0,45604.0,79642.0,53453.0,7451.0
185,70127.0,45563.0,79619.0,53332.0,7249.0
186,69184.0,45053.0,79505.0,53002.0,7032.0
187,69225.0,44970.0,79156.0,52871.0,6932.0
188,68642.0,45669.0,79311.0,52774.0,7024.0
189,69285.0,44480.0,79085.0,52460.0,6626.0
190,69676.0,44362.0,79217.0,52282.0,6298.0
191,68637.0,44199.0,79073.0,52130.0,6012.0
192,69031.0,43636.0,79049.0,51894.0,5907.0
193,71469.0,43616.0,78833.0,51904.0,5582.0
194,68291.0,43235.0,78872.0,51651.0,5356.0
195,68493.0,43152.0,78889.0,51570.0,5297.0
196,69891.0,43047.0,78816.0,51539.0,5248.0
197,69316.0,42958.0,78804.0,51503.0,5040.0
198,69503.0,42948.0,78798.0,51491.0,4999.0
199,68116.0,42948.0,78798.0,51491.0,4999.0
200,69667.0,42948.0,78798.0,51491.0,4999.0
