,Median of three Quick Sort,Dual Pivot QuickSort,Kernigan Richi shellsort,Knutt shellsort,Tim sort
68,39808.0,26374.0,32997.0,39365.0,0.0
69,40672.0,23993.0,33644.0,40234.0,0.0
70,41681.0,25730.0,34980.0,40994.0,0.0
71,40092.0,26886.0,36250.0,42320.0,0.0
72,43748.0,27504.0,37517.0,43839.0,0.0
73,40736.0,28103.0,38011.0,44765.0,0.0
74,39769.0,28917.0,38921.0,46019.0,0.0
75,41132.0,27571.0,39988.0,47624.0,0.0
76,42444.0,28779.0,40914.0,48266.0,0.0
77,37028.0,26290.0,41643.0,49387.0,0.0
78,39067.0,30670.0,42208.0,49742.0,0.0
79,41268.0,28596.0,43646.0,51518.0,0.0
80,41335.0,30076.0,44074.0,53148.0,0.0
81,39151.0,29399.0,44593.0,53747.0,0.0
82,40492.0,31108.0,45600.0,54414.0,0.0
83,35494.0,29257.0,46893.0,54643.0,0.0
84,38959.0,30814.0,47815.0,55423.0,0.0
85,43561.0,32353.0,48652.0,55342.0,0.0
86,38495.0,30410.0,48845.0,56329.0,0.0
87,39910.0,32058.0,49788.0,57742.0,0.0
88,40376.0,30351.0,50132.0,59376.0,0.0
89,39686.0,31237.0,50824.0,60108.0,0.0
90,41836.0,31373.0,51551.0,61721.0,0.0
91,46818.0,33116.0,52194.0,63844.0,0.0
92,39654.0,31999.0,52700.0,64836.0,0.0
93,40511.0,39901.0,53867.0,67139.0,0.0
94,37514.0,33076.0,54331.0,68603.0,0.0
95,41304.0,33860.0,55139.0,68357.0,0.0
96,39151.0,36576.0,57046.0,69936.0,0.0
97,39727.0,34408.0,58045.0,71401.0,0.0
98,43888.0,36997.0,60042.0,73610.0,0.0
99,38602.0,38091.0,60904.0,76036.0,0.0
100,39391.0,33046.0,62278.0,80332.0,0.0
101,37494.0,37442.0,64118.0,80004.0,0.0
102,38073.0,36458.0,63242.0,81250.0,0.0
103,37685.0,36192.0,60290.0,75554.0,0.0
104,40476.0,38368.0,65005.0,75919.0,0.0
105,38150.0,34631.0,63044.0,70286.0,0.0
106,42590.0,33472.0,62523.0,72903.0,0.0
107,39087.0,40264.0,61401.0,70465.0,0.0
108,41674.0,33120.0,62722.0,70406.0,0.0
109,37693.0,31819.0,62932.0,72256.0,0.0
110,41352.0,32612.0,59440.0,70142.0,0.0
111,38246.0,30078.0,59941.0,66243.0,0.0
112,36943.0,34294.0,58581.0,69185.0,0.0
113,38949.0,30614.0,58358.0,63046.0,0.0
114,38541.0,32201.0,57161.0,66289.0,0.0
115,40444.0,35016.0,59853.0,60803.0,0.0
116,45812.0,33745.0,57809.0,65497.0,0.0
117,37544.0,30859.0,56491.0,60995.0,0.0
118,43481.0,36300.0,57062.0,62688.0,0.0
119,38827.0,30340.0,54501.0,59953.0,0.0
120,40731.0,34366.0,56698.0,56624.0,0.0
121,45458.0,30909.0,53425.0,59613.0,0.0
122,43776.0,32403.0,55097.0,55101.0,0.0
123,37318.0,30158.0,52684.0,56418.0,0.0
124,37645.0,32143.0,52198.0,55786.0,0.0
125,45723.0,35562.0,50623.0,53605.0,0.0
126,39560.0,34965.0,51472.0,55260.0,0.0
127,38858.0,30618.0,52072.0,53794.0,0.0
128,39506.0,29302.0,50752.0,51952.0,0.0
129,40075.0,28051.0,51137.0,54265.0,0.0
130,41732.0,30072.0,48686.0,48878.0,0.0
131,40657.0,30412.0,49701.0,52535.0,0.0
132,40259.0,25993.0,48852.0,48628.0,0.0
133,41474.0,26217.0,49668.0,48002.0,0.0
134,40749.0,25116.0,48518.0,46640.0,0.0
135,39989.0,26133.0,47430.0,45824.0,0.0
136,37464.0,25756.0,47735.0,46187.0,0.0
137,41899.0,25088.0,46866.0,44160.0,0.0
138,38798.0,24821.0,47593.0,45727.0,0.0
139,45611.0,27317.0,45516.0,43134.0,0.0
140,38861.0,27341.0,46547.0,42037.0,0.0
141,41985.0,25654.0,44269.0,44369.0,0.0
142,42792.0,25428.0,43961.0,42533.0,0.0
143,39576.0,24805.0,44372.0,45020.0,0.0
144,38674.0,25445.0,42931.0,41645.0,0.0
145,38725.0,26072.0,43508.0,40310.0,0.0
146,41149.0,24911.0,42833.0,41037.0,0.0
147,39762.0,24003.0,43504.0,37458.0,0.0
148,39542.0,23784.0,39878.0,39286.0,0.0
149,39182.0,25029.0,41086.0,35522.0,0.0
150,42204.0,24605.0,39681.0,37559.0,0.0
151,39143.0,22368.0,38993.0,35459.0,0.0
152,39481.0,23979.0,39461.0,34713.0,0.0
153,39529.0,24254.0,37846.0,34926.0,0.0
154,37595.0,23956.0,38579.0,32763.0,0.0
155,41250.0,23465.0,36397.0,32747.0,0.0
156,39010.0,24111.0,37252.0,31496.0,0.0
157,38262.0,23434.0,36179.0,31247.0,0.0
158,38534.0,22337.0,37190.0,31478.0,0.0
159,43410.0,22232.0,35939.0,31207.0,0.0
160,40334.0,20660.0,36416.0,29834.0,0.0
161,41916.0,20552.0,35811.0,29463.0,0.0
162,41899.0,20228.0,34242.0,28624.0,0.0
163,40688.0,19571.0,35136.0,29570.0,0.0
164,39223.0,19274.0,33450.0,27918.0,0.0
165,40831.0,19752.0,34264.0,28356.0,0.0
166,43711.0,19076.0,33238.0,26878.0,0.0
167,39603.0,17390.0,33959.0,27421.0,0.0
168,42294.0,17461.0,32934.0,26234.0,0.0
169,44559.0,16688.0,33336.0,26086.0,0.0
170,38111.0,16494.0,32295.0,25617.0,0.0
171,43321.0,16810.0,32102.0,24958.0,0.0
172,38531.0,16213.0,32698.0,24944.0,0.0
173,37441.0,16128.0,31379.0,24363.0,0.0
174,40544.0,16922.0,31988.0,24002.0,0.0
175,42285.0,16119.0,30791.0,23743.0,0.0
176,42477.0,16195.0,30942.0,23338.0,0.0
177,40743.0,15241.0,31244.0,23060.0,0.0
178,41750.0,15091.0,30556.0,22828.0,0.0
179,37908.0,15016.0,30811.0,22357.0,0.0
180,40418.0,14829.0,30051.0,22017.0,0.0
181,37751.0,14307.0,30455.0,21869.0,0.0
182,44394.0,14311.0,30031.0,21683.0,0.0
183,40025.0,14199.0,29918.0,21556.0,0.0
184,37861.0,13741.0,29624.0,21174.0,0.0
185,36962.0,13662.0,29601.0,21053.0,0.0
186,37392.0,13385.0,29487.0,20723.0,0.0
187,39297.0,13195.0,29138.0,20592.0,0.0
188,41852.0,13408.0,29293.0,20495.0,0.0
189,38561.0,12881.0,29067.0,20181.0,0.0
190,39446.0,12758.0,29199.0,20003.0,0.0
191,37172.0,12461.0,29055.0,19851.0,0.0
192,38228.0,12257.0,29031.0,19615.0,0.0
193,38286.0,12133.0,28815.0,19625.0,0.0
194,39839.0,11792.0,28854.0,19372.0,0.0
195,40029.0,11705.0,28871.0,19291.0,0.0
196,42011.0,11607.0,28798.0,19260.0,0.0
197,40141.0,11517.0,28786.0,19224.0,0.0
198,39052.0,11508.0,28780.0,19212.0,0.0
199,39766.0,11508.0,28780.0,19212.0,0.0
200,40950.0,11508.0,28780.0,19212.0,0.0
